2,0.1,5000,nsc,1,1,0.985246,766,2.09026
2,0.1,5000,nsc,1,1,0.989835,688,1.94872
2,0.1,5000,nsc,1,0,1.00189,133,0.393488
2,0.1,5000,nsc,1,1,0.984643,999,2.63282
2,0.1,5000,nsc,1,1,0.984301,257,0.670001
2,0.1,5000,nsc,1,1,0.993947,192,0.533878
2,0.1,5000,nsc,1,1,0.982447,796,2.16147
2,0.1,5000,nsc,1,1,0.996784,767,1.9989
2,0.1,5000,nsc,1,0,1.01228,161,0.419244
2,0.1,5000,nsc,1,1,0.972684,371,0.998534
2,0.1,5000,nsc,1,1,0.961986,130,0.335618
2,0.1,5000,nsc,1,1,0.996536,562,1.47071
2,0.1,5000,nsc,1,0,1.00322,103,0.296251
2,0.1,5000,nsc,1,1,0.98574,47,0.137404
2,0.1,5000,nsc,1,0,1.01007,1097,2.92666
2,0.1,5000,nsc,0,1,0.994916,973,2.58975
2,0.1,5000,nsc,0,1,0.992399,2254,5.84679
2,0.1,5000,nsc,0,1,0.984358,152,0.413172
2,0.1,5000,nsc,0,1,0.998355,1458,4.02825
2,0.1,5000,nsc,0,0,1.00333,306,0.820006
2,0.1,5000,nsc,0,0,1.0075,220,0.581529
2,0.1,5000,nsc,0,0,1.00562,2101,5.51371
2,0.1,5000,nsc,0,0,1.00503,1132,3.03131
2,0.1,5000,nsc,0,0,1.01894,152,0.39637
2,0.1,5000,nsc,0,1,0.997968,360,0.922319
2,0.1,5000,nsc,0,1,0.971838,287,0.748688
2,0.1,5000,nsc,0,0,1.01067,1633,4.3524
2,0.1,5000,nsc,0,0,1.02926,120,0.30648
2,0.1,5000,nsc,0,1,0.987686,42,0.10455
2,0.1,5000,nsc,0,0,1.00043,1184,3.11444
3,0.1,5000,nsc,1,1,0.961922,766,24.5747
3,0.1,5000,nsc,1,1,0.969357,688,21.8826
3,0.1,5000,nsc,1,0,1.00464,133,4.07461
3,0.1,5000,nsc,1,1,0.981801,999,32.0083
3,0.1,5000,nsc,1,1,0.968377,257,8.06845
3,0.1,5000,nsc,1,1,0.989031,192,6.34721
3,0.1,5000,nsc,1,1,0.950338,796,26.1014
3,0.1,5000,nsc,1,1,0.969754,767,24.7102
3,0.1,5000,nsc,1,1,0.968149,161,4.86759
3,0.1,5000,nsc,1,1,0.949409,371,11.8212
3,0.1,5000,nsc,1,1,0.949297,130,3.93178
3,0.1,5000,nsc,1,1,0.987387,562,16.9381
3,0.1,5000,nsc,1,1,0.978371,103,3.05439
3,0.1,5000,nsc,1,1,0.889732,47,1.35816
3,0.1,5000,nsc,1,1,0.993511,1097,34.281
3,0.1,5000,nsc,0,0,1.01092,973,29.6726
3,0.1,5000,nsc,0,1,0.985847,2254,74.789
