3,0.1,5000,nsc,1,1,0.961922,766,69.5625
3,0.1,5000,nsc,1,1,0.969357,688,61.2941
3,0.1,5000,nsc,1,0,1.00464,133,11.7948
3,0.1,5000,nsc,1,1,0.981801,999,83.7244
3,0.1,5000,nsc,1,1,0.968377,257,22.5163
3,0.1,5000,nsc,1,1,0.989031,192,16.4568
3,0.1,5000,nsc,1,1,0.950338,796,70.002
3,0.1,5000,nsc,1,1,0.969754,767,66.7834
3,0.1,5000,nsc,1,1,0.968149,161,13.9892
3,0.1,5000,nsc,1,1,0.949409,371,32.1279
3,0.1,5000,nsc,1,1,0.949297,130,11.2516
3,0.1,5000,nsc,1,1,0.987387,562,48.9327
3,0.1,5000,nsc,1,1,0.978371,103,8.73366
3,0.1,5000,nsc,1,1,0.889732,47,3.9005
3,0.1,5000,nsc,1,1,0.993511,1097,95.6588
3,0.1,5000,nsc,0,0,1.01092,973,85.0553
3,0.1,5000,nsc,0,1,0.985847,2254,195.901
3,0.1,5000,nsc,0,1,0.976923,152,12.9008
3,0.1,5000,nsc,0,1,0.997673,1458,122.988
3,0.1,5000,nsc,0,1,0.996177,306,26.4289
3,0.1,5000,nsc,0,0,1.01836,220,18.8203
3,0.1,5000,nsc,0,1,0.997306,2101,180.135
3,0.1,5000,nsc,0,1,0.986345,1132,97.044
3,0.1,5000,nsc,0,0,1.04391,152,12.7997
3,0.1,5000,nsc,0,1,0.994161,360,30.8597
3,0.1,5000,nsc,0,1,0.937431,287,24.378
3,0.1,5000,nsc,0,0,1.01152,1633,140.571
3,0.1,5000,nsc,0,0,1.02196,120,10.2769
3,0.1,5000,nsc,0,1,0.882839,42,3.38207
3,0.1,5000,nsc,0,1,0.98503,1184,101.532
3,0.3,5000,nsc,1,1,0.969014,766,65.6674
3,0.3,5000,nsc,1,1,0.976322,688,58.6787
3,0.3,5000,nsc,1,0,1.01067,133,11.0058
3,0.3,5000,nsc,1,1,0.986244,999,85.0176
3,0.3,5000,nsc,1,1,0.973462,257,21.8772
3,0.3,5000,nsc,1,1,0.983421,192,16.1026
3,0.3,5000,nsc,1,1,0.961395,796,68.129
3,0.3,5000,nsc,1,1,0.971299,767,65.646
3,0.3,5000,nsc,1,1,0.970692,161,13.7837
3,0.3,5000,nsc,1,1,0.959845,371,31.3596
3,0.3,5000,nsc,1,1,0.958357,130,10.9246
3,0.3,5000,nsc,1,1,0.989527,562,47.8545
3,0.3,5000,nsc,1,1,0.986539,103,8.55933
3,0.3,5000,nsc,1,1,0.904172,47,3.82537
3,0.3,5000,nsc,1,1,0.991096,1097,94.1248
3,0.3,5000,nsc,0,0,1.00949,973,80.7966
3,0.3,5000,nsc,0,1,0.990174,2254,194.841
3,0.3,5000,nsc,0,1,0.978686,152,12.8332
3,0.3,5000,nsc,0,0,1.00098,1458,125.261
3,0.3,5000,nsc,0,0,1.00151,306,26.1152
3,0.3,5000,nsc,0,0,1.01184,220,18.729
3,0.3,5000,nsc,0,0,1.00406,2101,180.698
3,0.3,5000,nsc,0,1,0.988045,1132,97.3329
3,0.3,5000,nsc,0,0,1.03231,152,12.986
3,0.3,5000,nsc,0,1,0.991849,360,30.7247
3,0.3,5000,nsc,0,1,0.942302,287,24.5188
3,0.3,5000,nsc,0,0,1.01625,1633,137.604
3,0.3,5000,nsc,0,0,1.02666,120,10.2919
3,0.3,5000,nsc,0,1,0.8987,42,3.3816
3,0.3,5000,nsc,0,1,0.985792,1184,102.238
3,0.5,5000,nsc,1,1,0.973847,766,66.7142
3,0.5,5000,nsc,1,1,0.980939,688,59.5465
3,0.5,5000,nsc,1,0,1.0141,133,11.6256
3,0.5,5000,nsc,1,1,0.990141,999,86.2916
3,0.5,5000,nsc,1,1,0.97722,257,21.9587
3,0.5,5000,nsc,1,1,0.982464,192,16.3718
3,0.5,5000,nsc,1,1,0.968199,796,68.7571
3,0.5,5000,nsc,1,1,0.974045,767,66.2791
3,0.5,5000,nsc,1,1,0.97282,161,13.7086
3,0.5,5000,nsc,1,1,0.966354,371,31.8704
3,0.5,5000,nsc,1,1,0.964789,130,11.2168
3,0.5,5000,nsc,1,1,0.993269,562,48.344
3,0.5,5000,nsc,1,1,0.990915,103,8.75564
3,0.5,5000,nsc,1,1,0.914648,47,3.82861
3,0.5,5000,nsc,1,1,0.992024,1097,94.3348
3,0.5,5000,nsc,0,0,1.01028,973,84.0133
3,0.5,5000,nsc,0,1,0.993747,2254,194.811
3,0.5,5000,nsc,0,1,0.981747,152,12.9459
3,0.5,5000,nsc,0,0,1.00383,1458,126.669
